prompt_id,prompt_language,model,response_chars
issue_firuz_shah_tughlaq_Q455442__reg2,zh,deepseek-chat-v3.1,2285
issue_beldar_Q4882110__reg2,zh,gpt-5.1,3901
issue_beldar_Q4882110__bndB,zh,gpt-4o,943
issue_kachhi_caste_Q6344655__reg1,zh,deepseek-chat-v3.1,2034
issue_kachhi_caste_Q6344655__reg1,zh,grok-4.3,2663
issue_kachhi_caste_Q6344655__reg1,zh,claude-opus-4.5,513
issue_hoogar_Q5897697__reg2,zh,mistral-large-2512,2977
issue_kachhi_caste_Q6344655__reg1,zh,gpt-5.1,2336
issue_beldar_Q4882110__bndA,zh,qwen3-max,1721
issue_kachhi_caste_Q6344655__reg2,zh,gpt-4o,527
issue_hoogar_Q5897697__bndB,zh,deepseek-chat-v3.1,1550
issue_kachhi_caste_Q6344655__reg2,zh,grok-4.3,683
issue_kachhi_caste_Q6344655__reg1,zh,qwen3-max,1255
issue_saliya_Q7404928__bndA,zh,mistral-large-2512,3074
issue_kachhi_caste_Q6344655__reg2,zh,claude-opus-4.5,539
issue_beldar_Q4882110__bndB,zh,qwen3-max,1901
issue_kachhi_caste_Q6344655__bndA,zh,gpt-4o,801
issue_beldar_Q4882110__bndB,zh,gpt-5.1,3007
issue_beldar_Q4882110__reg1,zh,mistral-large-2512,2526
issue_beldar_Q4882110__bndA,zh,gpt-5.1,4611
issue_hoogar_Q5897697__bndB,zh,mistral-large-2512,2613
issue_saliya_Q7404928__bndB,zh,mistral-large-2512,3212
issue_kachhi_caste_Q6344655__reg2,zh,gpt-5.1,2908
issue_kachhi_caste_Q6344655__reg2,zh,qwen3-max,1307
issue_beldar_Q4882110__reg1,zh,deepseek-chat-v3.1,2158
issue_kachhi_caste_Q6344655__bndA,zh,claude-opus-4.5,618
issue_kachhi_caste_Q6344655__bndA,zh,grok-4.3,996
issue_kachhi_caste_Q6344655__bndB,zh,gpt-4o,735
issue_ambattar_Q12985119__reg1,zh,gpt-4o,748
issue_beldar_Q4882110__bndB,zh,claude-opus-4.5,1712
issue_hoogar_Q5897697__bndA,zh,mistral-large-2512,3584
issue_kachhi_caste_Q6344655__bndB,zh,grok-4.3,1023
issue_kachhi_caste_Q6344655__bndB,zh,claude-opus-4.5,809
issue_ambattar_Q12985119__reg1,zh,claude-opus-4.5,533
issue_kachhi_caste_Q6344655__bndA,zh,qwen3-max,1697
issue_ambattar_Q12985119__reg1,zh,grok-4.3,1455
issue_ambattar_Q12985119__reg2,zh,gpt-4o,726
issue_beldar_Q4882110__reg2,zh,mistral-large-2512,2806
issue_kachhi_caste_Q6344655__reg1,zh,mistral-large-2512,2334
issue_beldar_Q4882110__bndA,zh,claude-opus-4.5,2524
issue_kachhi_caste_Q6344655__bndA,zh,gpt-5.1,3872
issue_kachhi_caste_Q6344655__bndB,zh,qwen3-max,1541
issue_ambattar_Q12985119__reg2,zh,claude-opus-4.5,503
issue_beldar_Q4882110__bndA,zh,mistral-large-2512,2835
issue_ambattar_Q12985119__bndA,zh,gpt-4o,979
issue_ambattar_Q12985119__reg2,zh,grok-4.3,1194
issue_ambattar_Q12985119__reg1,zh,qwen3-max,1560
issue_beldar_Q4882110__bndA,zh,deepseek-chat-v3.1,2062
issue_sikhism_Q9316__bndA,zh,deepseek-chat-v3.1,1811
issue_beldar_Q4882110__reg2,zh,deepseek-chat-v3.1,2286
issue_beldar_Q4882110__bndB,zh,deepseek-chat-v3.1,1987
issue_ambattar_Q12985119__bndB,zh,deepseek-chat-v3.1,1950
issue_ambattar_Q12985119__bndA,zh,grok-4.3,1069
issue_ambattar_Q12985119__bndB,zh,gpt-4o,945
issue_kachhi_caste_Q6344655__reg2,zh,mistral-large-2512,2282
issue_kachhi_caste_Q6344655__bndB,zh,gpt-5.1,4434
issue_ambattar_Q12985119__reg2,zh,gpt-5.1,3315
issue_ambattar_Q12985119__reg1,zh,gpt-5.1,4092
issue_beldar_Q4882110__bndB,zh,mistral-large-2512,3038
issue_ambattar_Q12985119__reg1,zh,deepseek-chat-v3.1,1124
issue_adaviyar_Q4680922__reg1,zh,gpt-4o,631
issue_ambattar_Q12985119__bndB,zh,grok-4.3,1376
issue_ambattar_Q12985119__reg2,zh,qwen3-max,1769
issue_adaviyar_Q4680922__reg1,zh,claude-opus-4.5,450
issue_adaviyar_Q4680922__reg2,zh,gpt-4o,633
issue_adaviyar_Q4680922__reg1,zh,grok-4.3,3068
issue_ambattar_Q12985119__bndA,zh,qwen3-max,1589
issue_adaviyar_Q4680922__reg1,zh,gpt-5.1,2327
issue_adaviyar_Q4680922__reg2,zh,grok-4.3,2400
issue_ambattar_Q12985119__bndA,zh,gpt-5.1,4295
issue_adaviyar_Q4680922__reg2,zh,claude-opus-4.5,531
issue_ambattar_Q12985119__bndB,zh,qwen3-max,1536
issue_kachhi_caste_Q6344655__reg2,zh,deepseek-chat-v3.1,2110
issue_saliya_Q7404928__reg1,zh,deepseek-chat-v3.1,1759
issue_ambattar_Q12985119__bndB,zh,gpt-5.1,4270
issue_adaviyar_Q4680922__reg1,zh,qwen3-max,1429
issue_adaviyar_Q4680922__bndA,zh,gpt-4o,1079
issue_ambattar_Q12985119__bndA,zh,claude-opus-4.5,1660
issue_adaviyar_Q4680922__reg2,zh,gpt-5.1,2293
issue_adaviyar_Q4680922__bndB,zh,gpt-4o,1156
issue_adaviyar_Q4680922__reg2,zh,qwen3-max,1596
issue_kachhi_caste_Q6344655__bndA,zh,mistral-large-2512,3015
issue_adaviyar_Q4680922__bndA,zh,claude-opus-4.5,762
issue_ambattar_Q12985119__bndB,zh,claude-opus-4.5,1459
issue_kachhi_caste_Q6344655__bndB,zh,deepseek-chat-v3.1,1769
issue_adaviyar_Q4680922__bndB,zh,grok-4.3,882
issue_adaviyar_Q4680922__bndA,zh,deepseek-chat-v3.1,1272
issue_adaviyar_Q4680922__bndA,zh,grok-4.3,1149
issue_ambattar_Q12985119__reg1,zh,mistral-large-2512,3236
issue_konda_karavas_Q6428920__reg1,zh,gpt-4o,800
issue_kachhi_caste_Q6344655__bndA,zh,deepseek-chat-v3.1,2206
issue_adaviyar_Q4680922__bndA,zh,qwen3-max,1481
issue_konda_karavas_Q6428920__reg2,zh,gpt-4o,658
issue_konda_karavas_Q6428920__reg2,zh,deepseek-chat-v3.1,2419
issue_adaviyar_Q4680922__bndB,zh,qwen3-max,1444
issue_konda_karavas_Q6428920__reg1,zh,claude-opus-4.5,592
issue_konda_karavas_Q6428920__reg2,zh,claude-opus-4.5,541
issue_adaviyar_Q4680922__bndA,zh,gpt-5.1,4053
issue_konda_karavas_Q6428920__reg2,zh,grok-4.3,1243
issue_konda_karavas_Q6428920__reg1,zh,grok-4.3,1198
issue_konda_karavas_Q6428920__bndA,zh,gpt-4o,787
issue_ambattar_Q12985119__reg2,zh,mistral-large-2512,2623
issue_kachhi_caste_Q6344655__bndB,zh,mistral-large-2512,4119
issue_konda_karavas_Q6428920__reg2,zh,qwen3-max,1245
issue_adaviyar_Q4680922__reg2,zh,mistral-large-2512,2589
issue_adaviyar_Q4680922__bndB,zh,gpt-5.1,4231
issue_konda_karavas_Q6428920__bndA,zh,grok-4.3,797
issue_ambattar_Q12985119__bndA,zh,deepseek-chat-v3.1,2165
issue_konda_karavas_Q6428920__reg1,zh,qwen3-max,1861
issue_adaviyar_Q4680922__reg1,zh,mistral-large-2512,2950
issue_konda_karavas_Q6428920__reg1,zh,deepseek-chat-v3.1,2941
issue_adaviyar_Q4680922__bndB,zh,claude-opus-4.5,1830
issue_konda_karavas_Q6428920__bndB,zh,gpt-4o,902
issue_konda_karavas_Q6428920__bndB,zh,grok-4.3,1230
issue_adaviyar_Q4680922__bndA,zh,mistral-large-2512,2302
issue_gour_caste_Q112241893__reg1,zh,gpt-4o,657
issue_konda_karavas_Q6428920__reg1,zh,gpt-5.1,5244
issue_gour_caste_Q112241893__reg2,zh,gpt-4o,755
issue_gour_caste_Q112241893__reg1,zh,grok-4.3,1181
issue_ambattar_Q12985119__bndB,zh,mistral-large-2512,3318
issue_gour_caste_Q112241893__reg1,zh,claude-opus-4.5,579
issue_adaviyar_Q4680922__reg2,zh,deepseek-chat-v3.1,1889
issue_konda_karavas_Q6428920__reg2,zh,gpt-5.1,3666
issue_ambattar_Q12985119__bndA,zh,mistral-large-2512,3634
issue_konda_karavas_Q6428920__bndB,zh,qwen3-max,1443
issue_konda_karavas_Q6428920__bndA,zh,qwen3-max,2221
issue_gour_caste_Q112241893__reg1,zh,gpt-5.1,2680
issue_gour_caste_Q112241893__reg2,zh,claude-opus-4.5,544
issue_gour_caste_Q112241893__reg2,zh,grok-4.3,1430
issue_gour_caste_Q112241893__bndA,zh,gpt-4o,1057
issue_gour_caste_Q112241893__reg1,zh,qwen3-max,1468
issue_adaviyar_Q4680922__bndB,zh,deepseek-chat-v3.1,1842
issue_konda_karavas_Q6428920__bndA,zh,claude-opus-4.5,1979
issue_konda_karavas_Q6428920__bndB,zh,gpt-5.1,4632
issue_gour_caste_Q112241893__bndB,zh,gpt-4o,1205
issue_gour_caste_Q112241893__bndA,zh,grok-4.3,899
issue_konda_karavas_Q6428920__bndB,zh,claude-opus-4.5,1664
issue_gour_caste_Q112241893__reg2,zh,qwen3-max,1567
issue_gour_caste_Q112241893__reg2,zh,gpt-5.1,4670
issue_konda_karavas_Q6428920__bndA,zh,gpt-5.1,5858
issue_gour_caste_Q112241893__bndB,zh,grok-4.3,1113
issue_timeline_of_the_kurukulam_Q7806374__reg1,zh,gpt-4o,650
issue_konda_karavas_Q6428920__reg1,zh,mistral-large-2512,3088
issue_timeline_of_the_kurukulam_Q7806374__reg2,zh,gpt-4o,680
issue_timeline_of_the_kurukulam_Q7806374__reg1,zh,grok-4.3,975
issue_timeline_of_the_kurukulam_Q7806374__reg1,zh,claude-opus-4.5,660
issue_gour_caste_Q112241893__bndB,zh,qwen3-max,1438
issue_gour_caste_Q112241893__bndA,zh,qwen3-max,2130
issue_gour_caste_Q112241893__bndA,zh,claude-opus-4.5,1561
issue_timeline_of_the_kurukulam_Q7806374__reg2,zh,claude-opus-4.5,536
issue_timeline_of_the_kurukulam_Q7806374__reg2,zh,grok-4.3,1231
issue_gour_caste_Q112241893__bndB,zh,gpt-5.1,5154
issue_adaviyar_Q4680922__bndB,zh,mistral-large-2512,4190
issue_gour_caste_Q112241893__reg1,zh,mistral-large-2512,3450
issue_konda_karavas_Q6428920__reg2,zh,mistral-large-2512,3962
issue_timeline_of_the_kurukulam_Q7806374__bndA,zh,gpt-4o,1067
issue_gour_caste_Q112241893__bndB,zh,claude-opus-4.5,1818
issue_gour_caste_Q112241893__bndA,zh,gpt-5.1,5746
issue_konda_karavas_Q6428920__bndB,zh,deepseek-chat-v3.1,1180
issue_konda_karavas_Q6428920__bndB,zh,mistral-large-2512,3390
issue_timeline_of_the_kurukulam_Q7806374__bndB,zh,gpt-4o,827
issue_timeline_of_the_kurukulam_Q7806374__reg1,zh,qwen3-max,2432
issue_timeline_of_the_kurukulam_Q7806374__bndA,zh,grok-4.3,1116
issue_gour_caste_Q112241893__reg2,zh,deepseek-chat-v3.1,2352
issue_timeline_of_the_kurukulam_Q7806374__reg2,zh,gpt-5.1,4384
issue_timeline_of_the_kurukulam_Q7806374__bndB,zh,grok-4.3,1080
issue_gour_caste_Q112241893__bndA,zh,deepseek-chat-v3.1,1873
issue_berava_caste_Q4891014__reg1,zh,gpt-4o,501
issue_timeline_of_the_kurukulam_Q7806374__reg2,zh,qwen3-max,1623
issue_timeline_of_the_kurukulam_Q7806374__bndA,zh,deepseek-chat-v3.1,1862
issue_berava_caste_Q4891014__reg1,zh,claude-opus-4.5,444
issue_berava_caste_Q4891014__reg2,zh,gpt-4o,675
issue_berava_caste_Q4891014__reg1,zh,grok-4.3,916
issue_gour_caste_Q112241893__reg2,zh,mistral-large-2512,3542
issue_timeline_of_the_kurukulam_Q7806374__reg1,zh,mistral-large-2512,2561
issue_timeline_of_the_kurukulam_Q7806374__reg1,zh,gpt-5.1,5838
issue_konda_karavas_Q6428920__bndA,zh,mistral-large-2512,4962
issue_timeline_of_the_kurukulam_Q7806374__bndA,zh,gpt-5.1,5109
issue_berava_caste_Q4891014__reg2,zh,claude-opus-4.5,542
issue_berava_caste_Q4891014__bndA,zh,gpt-4o,778
issue_timeline_of_the_kurukulam_Q7806374__bndA,zh,qwen3-max,1945
issue_berava_caste_Q4891014__reg1,zh,qwen3-max,1154
issue_berava_caste_Q4891014__reg1,zh,gpt-5.1,2908
issue_ambattar_Q12985119__reg2,zh,deepseek-chat-v3.1,2496
issue_timeline_of_the_kurukulam_Q7806374__bndB,zh,gpt-5.1,4764
issue_timeline_of_the_kurukulam_Q7806374__reg1,zh,deepseek-chat-v3.1,2252
issue_timeline_of_the_kurukulam_Q7806374__reg2,zh,mistral-large-2512,2570
issue_berava_caste_Q4891014__reg2,zh,grok-4.3,1717
issue_berava_caste_Q4891014__reg1,zh,deepseek-chat-v3.1,984
issue_berava_caste_Q4891014__bndA,zh,grok-4.3,1239
issue_timeline_of_the_kurukulam_Q7806374__bndB,zh,qwen3-max,2037
issue_adaviyar_Q4680922__reg1,zh,deepseek-chat-v3.1,6618
issue_gour_caste_Q112241893__bndA,zh,mistral-large-2512,4674
issue_berava_caste_Q4891014__bndB,zh,gpt-4o,756
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg1,zh,gpt-4o,614
issue_berava_caste_Q4891014__reg2,zh,gpt-5.1,4899
issue_berava_caste_Q4891014__reg2,zh,qwen3-max,1694
issue_berava_caste_Q4891014__bndB,zh,grok-4.3,823
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg1,zh,qwen3-max,269
issue_gour_caste_Q112241893__reg1,zh,deepseek-chat-v3.1,5446
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg2,zh,gpt-4o,510
issue_berava_caste_Q4891014__bndA,zh,gpt-5.1,3517
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg1,zh,gpt-5.1,2378
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg1,zh,grok-4.3,1111
issue_berava_caste_Q4891014__bndA,zh,claude-opus-4.5,1252
issue_timeline_of_the_kurukulam_Q7806374__bndA,zh,claude-opus-4.5,2975
issue_konda_karavas_Q6428920__bndA,zh,deepseek-chat-v3.1,2036
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg1,zh,claude-opus-4.5,615
issue_berava_caste_Q4891014__bndA,zh,qwen3-max,1359
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndA,zh,qwen3-max,54
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndA,zh,gpt-4o,947
issue_berava_caste_Q4891014__bndB,zh,deepseek-chat-v3.1,1835
issue_berava_caste_Q4891014__bndB,zh,qwen3-max,1497
issue_berava_caste_Q4891014__reg2,zh,deepseek-chat-v3.1,1609
issue_timeline_of_the_kurukulam_Q7806374__bndB,zh,claude-opus-4.5,2901
issue_timeline_of_the_kurukulam_Q7806374__reg2,zh,deepseek-chat-v3.1,2366
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndA,zh,grok-4.3,901
issue_gour_caste_Q112241893__bndB,zh,mistral-large-2512,6529
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg2,zh,claude-opus-4.5,547
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg2,zh,grok-4.3,837
issue_berava_caste_Q4891014__reg1,zh,mistral-large-2512,2497
issue_brett_kavanaugh_assassination_plot_Q115814522__reg1,zh,deepseek-chat-v3.1,38
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg2,zh,gpt-5.1,2796
issue_brett_kavanaugh_assassination_plot_Q115814522__reg1,zh,gpt-4o,538
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndB,zh,deepseek-chat-v3.1,296
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg2,zh,qwen3-max,1058
issue_berava_caste_Q4891014__bndB,zh,gpt-5.1,4053
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndB,zh,grok-4.3,746
issue_timeline_of_the_kurukulam_Q7806374__bndB,zh,deepseek-chat-v3.1,1792
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndB,zh,gpt-4o,824
issue_timeline_of_the_kurukulam_Q7806374__bndB,zh,mistral-large-2512,3818
issue_berava_caste_Q4891014__bndB,zh,claude-opus-4.5,1789
issue_brett_kavanaugh_assassination_plot_Q115814522__reg2,zh,gpt-4o,565
issue_berava_caste_Q4891014__reg2,zh,mistral-large-2512,3105
issue_brett_kavanaugh_assassination_plot_Q115814522__reg1,zh,claude-opus-4.5,489
issue_brett_kavanaugh_assassination_plot_Q115814522__reg1,zh,gpt-5.1,1962
issue_brett_kavanaugh_assassination_plot_Q115814522__reg1,zh,grok-4.3,889
issue_brett_kavanaugh_assassination_plot_Q115814522__reg2,zh,gpt-5.1,1270
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndA,zh,claude-opus-4.5,1037
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndB,zh,qwen3-max,1115
issue_brett_kavanaugh_assassination_plot_Q115814522__reg2,zh,grok-4.3,455
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndB,zh,claude-opus-4.5,878
issue_brett_kavanaugh_assassination_plot_Q115814522__bndA,zh,deepseek-chat-v3.1,1170
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndA,zh,gpt-5.1,3786
issue_brett_kavanaugh_assassination_plot_Q115814522__reg1,zh,qwen3-max,1055
issue_brett_kavanaugh_assassination_plot_Q115814522__bndA,zh,gpt-4o,741
issue_brett_kavanaugh_assassination_plot_Q115814522__reg2,zh,claude-opus-4.5,550
issue_timeline_of_the_kurukulam_Q7806374__bndA,zh,mistral-large-2512,4664
issue_brett_kavanaugh_assassination_plot_Q115814522__reg2,zh,qwen3-max,974
issue_berava_caste_Q4891014__bndA,zh,deepseek-chat-v3.1,2035
issue_gour_caste_Q112241893__bndB,zh,deepseek-chat-v3.1,2100
issue_omar_ben_al_khatib_warriors_Q7089651__reg1,zh,gpt-4o,349
issue_brett_kavanaugh_assassination_plot_Q115814522__bndA,zh,grok-4.3,928
issue_berava_caste_Q4891014__bndA,zh,mistral-large-2512,2642
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndB,zh,gpt-5.1,3958
issue_brett_kavanaugh_assassination_plot_Q115814522__bndA,zh,claude-opus-4.5,682
issue_brett_kavanaugh_assassination_plot_Q115814522__bndB,zh,grok-4.3,760
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg1,zh,mistral-large-2512,2845
issue_omar_ben_al_khatib_warriors_Q7089651__reg1,zh,deepseek-chat-v3.1,882
issue_brett_kavanaugh_assassination_plot_Q115814522__bndB,zh,gpt-4o,872
issue_omar_ben_al_khatib_warriors_Q7089651__reg1,zh,gpt-5.1,1855
issue_brett_kavanaugh_assassination_plot_Q115814522__bndB,zh,deepseek-chat-v3.1,1505
issue_brett_kavanaugh_assassination_plot_Q115814522__bndB,zh,claude-opus-4.5,595
issue_omar_ben_al_khatib_warriors_Q7089651__reg2,zh,gpt-4o,766
issue_omar_ben_al_khatib_warriors_Q7089651__reg1,zh,claude-opus-4.5,476
issue_brett_kavanaugh_assassination_plot_Q115814522__bndA,zh,qwen3-max,1154
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg2,zh,mistral-large-2512,2246
issue_omar_ben_al_khatib_warriors_Q7089651__reg1,zh,qwen3-max,764
issue_brett_kavanaugh_assassination_plot_Q115814522__bndA,zh,gpt-5.1,2733
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndA,zh,mistral-large-2512,2174
issue_omar_ben_al_khatib_warriors_Q7089651__reg1,zh,grok-4.3,1079
issue_brett_kavanaugh_assassination_plot_Q115814522__bndB,zh,qwen3-max,1203
issue_omar_ben_al_khatib_warriors_Q7089651__bndA,zh,gpt-4o,958
issue_omar_ben_al_khatib_warriors_Q7089651__reg2,zh,grok-4.3,998
issue_omar_ben_al_khatib_warriors_Q7089651__reg2,zh,claude-opus-4.5,514
issue_omar_ben_al_khatib_warriors_Q7089651__bndA,zh,qwen3-max,370
issue_omar_ben_al_khatib_warriors_Q7089651__bndB,zh,gpt-4o,841
issue_brett_kavanaugh_assassination_plot_Q115814522__bndB,zh,gpt-5.1,2805
issue_omar_ben_al_khatib_warriors_Q7089651__bndA,zh,gpt-5.1,843
issue_omar_ben_al_khatib_warriors_Q7089651__reg2,zh,gpt-5.1,3307
issue_omar_ben_al_khatib_warriors_Q7089651__bndA,zh,claude-opus-4.5,440
issue_palestinian_taliban_group_Q132353122__reg1,zh,gpt-4o,365
issue_omar_ben_al_khatib_warriors_Q7089651__bndA,zh,grok-4.3,777
issue_palestinian_taliban_group_Q132353122__reg1,zh,deepseek-chat-v3.1,184
issue_brett_kavanaugh_assassination_plot_Q115814522__reg1,zh,mistral-large-2512,1773
issue_palestinian_taliban_group_Q132353122__reg2,zh,deepseek-chat-v3.1,38
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndB,zh,mistral-large-2512,2252
issue_palestinian_taliban_group_Q132353122__reg2,zh,gpt-4o,628
issue_omar_ben_al_khatib_warriors_Q7089651__bndB,zh,claude-opus-4.5,498
issue_palestinian_taliban_group_Q132353122__reg1,zh,claude-opus-4.5,435
issue_omar_ben_al_khatib_warriors_Q7089651__reg2,zh,qwen3-max,1174
issue_omar_ben_al_khatib_warriors_Q7089651__bndB,zh,grok-4.3,982
issue_palestinian_taliban_group_Q132353122__reg1,zh,grok-4.3,861
issue_omar_ben_al_khatib_warriors_Q7089651__bndB,zh,deepseek-chat-v3.1,1460
issue_omar_ben_al_khatib_warriors_Q7089651__bndA,zh,deepseek-chat-v3.1,501
issue_palestinian_taliban_group_Q132353122__bndA,zh,deepseek-chat-v3.1,38
issue_omar_ben_al_khatib_warriors_Q7089651__reg2,zh,deepseek-chat-v3.1,1934
issue_brett_kavanaugh_assassination_plot_Q115814522__reg2,zh,mistral-large-2512,2552
issue_palestinian_taliban_group_Q132353122__bndA,zh,gpt-5.1,841
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__bndA,zh,deepseek-chat-v3.1,1688
issue_palestinian_taliban_group_Q132353122__reg2,zh,claude-opus-4.5,440
issue_palestinian_taliban_group_Q132353122__reg1,zh,qwen3-max,1139
issue_palestinian_taliban_group_Q132353122__reg2,zh,grok-4.3,1333
issue_palestinian_taliban_group_Q132353122__bndA,zh,gpt-4o,715
issue_palestinian_taliban_group_Q132353122__bndA,zh,grok-4.3,361
issue_palestinian_taliban_group_Q132353122__bndA,zh,claude-opus-4.5,407
issue_palestinian_taliban_group_Q132353122__reg1,zh,gpt-5.1,2624
issue_palestinian_taliban_group_Q132353122__bndB,zh,deepseek-chat-v3.1,1776
issue_omar_ben_al_khatib_warriors_Q7089651__bndB,zh,qwen3-max,1556
issue_palestinian_taliban_group_Q132353122__bndA,zh,qwen3-max,766
issue_palestinian_taliban_group_Q132353122__bndB,zh,gpt-4o,970
issue_palestinian_taliban_group_Q132353122__reg2,zh,qwen3-max,1260
issue_palestinian_taliban_group_Q132353122__reg2,zh,gpt-5.1,3154
issue_omar_ben_al_khatib_warriors_Q7089651__bndB,zh,gpt-5.1,3862
issue_kurds_in_the_united_kingdom_Q6445824__reg1,zh,gpt-4o,844
issue_omar_ben_al_khatib_warriors_Q7089651__reg1,zh,mistral-large-2512,2778
issue_palestinian_taliban_group_Q132353122__bndB,zh,grok-4.3,1057
issue_palestinian_taliban_group_Q132353122__bndB,zh,claude-opus-4.5,643
issue_berava_caste_Q4891014__bndB,zh,mistral-large-2512,4661
issue_kurds_in_the_united_kingdom_Q6445824__reg2,zh,gpt-4o,573
issue_kurds_in_the_united_kingdom_Q6445824__reg1,zh,grok-4.3,1000
issue_brett_kavanaugh_assassination_plot_Q115814522__reg2,zh,deepseek-chat-v3.1,1885
issue_kurds_in_the_united_kingdom_Q6445824__bndA,zh,gpt-4o,803
issue_kurds_in_the_united_kingdom_Q6445824__reg1,zh,claude-opus-4.5,741
issue_kurds_in_the_united_kingdom_Q6445824__reg2,zh,grok-4.3,2926
issue_kurds_in_the_united_kingdom_Q6445824__reg2,zh,claude-opus-4.5,602
issue_palestinian_taliban_group_Q132353122__bndB,zh,qwen3-max,1534
issue_palestinian_taliban_group_Q132353122__reg2,zh,mistral-large-2512,1398
issue_kurds_in_the_united_kingdom_Q6445824__bndA,zh,deepseek-chat-v3.1,1444
issue_kurds_in_the_united_kingdom_Q6445824__reg1,zh,qwen3-max,1541
issue_palestinian_taliban_group_Q132353122__bndB,zh,gpt-5.1,4914
issue_kurds_in_the_united_kingdom_Q6445824__reg2,zh,qwen3-max,1302
issue_brett_kavanaugh_assassination_plot_Q115814522__bndA,zh,mistral-large-2512,2813
issue_kurds_in_the_united_kingdom_Q6445824__bndB,zh,gpt-4o,939
issue_palestinian_taliban_group_Q132353122__reg1,zh,mistral-large-2512,2490
issue_omar_ben_al_khatib_warriors_Q7089651__reg2,zh,mistral-large-2512,2821
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__reg1,zh,gpt-4o,323
issue_kurds_in_the_united_kingdom_Q6445824__reg2,zh,gpt-5.1,3577
issue_kurds_in_the_united_kingdom_Q6445824__bndA,zh,grok-4.3,1282
issue_kurds_in_the_united_kingdom_Q6445824__bndB,zh,grok-4.3,858
issue_kurds_in_the_united_kingdom_Q6445824__reg1,zh,gpt-5.1,4326
issue_kurds_in_the_united_kingdom_Q6445824__bndB,zh,claude-opus-4.5,588
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__reg1,zh,grok-4.3,811
issue_kurds_in_the_united_kingdom_Q6445824__bndA,zh,qwen3-max,1459
issue_brett_kavanaugh_assassination_plot_Q115814522__bndB,zh,mistral-large-2512,3570
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__reg1,zh,claude-opus-4.5,507
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__reg2,zh,gpt-4o,622
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__reg1,zh,qwen3-max,940
issue_kurds_in_the_united_kingdom_Q6445824__bndB,zh,qwen3-max,1344
issue_omar_ben_al_khatib_warriors_Q7089651__bndA,zh,mistral-large-2512,3440
issue_kurds_in_the_united_kingdom_Q6445824__bndA,zh,gpt-5.1,4528
issue_kurds_in_the_united_kingdom_Q6445824__bndB,zh,gpt-5.1,3978
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__reg1,zh,deepseek-chat-v3.1,1368
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__bndA,zh,deepseek-chat-v3.1,1570
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__reg2,zh,claude-opus-4.5,587
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__reg2,zh,grok-4.3,1226
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__reg1,zh,gpt-5.1,2361
issue_inauguration_of_volodymyr_zelenskyy_Q63965945__reg1,zh,deepseek-chat-v3.1,1810
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__bndA,zh,gpt-4o,897
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__bndB,zh,gpt-4o,884
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__bndA,zh,claude-opus-4.5,656
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__reg2,zh,qwen3-max,1229
issue_kurds_in_the_united_kingdom_Q6445824__bndA,zh,claude-opus-4.5,1804
issue_arab_and_jew_wounded_spirits_in_a_promised_land_Q4783275__bndA,zh,grok-4.3,1178
