original_path,new_path,action,classification,reason,evidence,upstream_creator,downstream_references,sha256_before,sha256_after,size_bytes,reproducible,contains_unique_evidence,tracked_status,applied
scripts/__pycache__/config.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/scripts/__pycache__/config.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,15c402bf614fd2d0165194544fd909058eeab0378ff1d5a2570732bb88a5ed35,15c402bf614fd2d0165194544fd909058eeab0378ff1d5a2570732bb88a5ed35,2433,true,false,ignored_or_untracked,true
scripts/__pycache__/env_utils.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/scripts/__pycache__/env_utils.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,0e76b8e7c8e4d5a76b87bf86322e8d797aa8e8ebe936c595ebd5eb8a630e0a90,0e76b8e7c8e4d5a76b87bf86322e8d797aa8e8ebe936c595ebd5eb8a630e0a90,4829,true,false,ignored_or_untracked,true
scripts/__pycache__/generate_responses.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/scripts/__pycache__/generate_responses.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,d3a5a30943860ee07d9f47b7683841140cfa66d69dac3f6f26863b64f605f15a,d3a5a30943860ee07d9f47b7683841140cfa66d69dac3f6f26863b64f605f15a,15659,true,false,ignored_or_untracked,true
scripts/archive/response_validity/__pycache__/audit_response_validity.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/scripts/archive/response_validity/__pycache__/audit_response_validity.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,7f8b5e8c3b4c1df24aba1c3619ff9a2c6680d2000388adb3670a01cef6f59a98,7f8b5e8c3b4c1df24aba1c3619ff9a2c6680d2000388adb3670a01cef6f59a98,24361,true,false,ignored_or_untracked,true
scripts/archive/response_validity/__pycache__/pilot_response_validity_v11.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/scripts/archive/response_validity/__pycache__/pilot_response_validity_v11.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,78d89af08c1c61d87a589b04663f29e6a26e6d162c9f9a8790a4b2a4d818f3f2,78d89af08c1c61d87a589b04663f29e6a26e6d162c9f9a8790a4b2a4d818f3f2,19497,true,false,ignored_or_untracked,true
scripts/archive/response_validity/__pycache__/response_validity_dsl.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/scripts/archive/response_validity/__pycache__/response_validity_dsl.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,677d2a5692e69c0850242772024f57e0d165ef0f50596f97e2bbf510d56b7acc,677d2a5692e69c0850242772024f57e0d165ef0f50596f97e2bbf510d56b7acc,20346,true,false,ignored_or_untracked,true
scripts/archive/response_validity/__pycache__/run_response_validity_dsl_reference.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/scripts/archive/response_validity/__pycache__/run_response_validity_dsl_reference.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,5c20b212b3b52509f1b332b461e3e111fb8c6e34e53b1f3f2891be0e52b57c62,5c20b212b3b52509f1b332b461e3e111fb8c6e34e53b1f3f2891be0e52b57c62,14380,true,false,ignored_or_untracked,true
src/refusal_audit/__pycache__/__init__.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/__pycache__/__init__.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,ac49538dceaf6f96d5800d61bb71ce5f945100ff742fb901fcebb4b8dca62cd3,ac49538dceaf6f96d5800d61bb71ce5f945100ff742fb901fcebb4b8dca62cd3,232,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/__init__.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/__init__.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,8eeaccd17abcc53d4967635fc19ea4cce183837c59465e8bcbf96ce5653d6a22,8eeaccd17abcc53d4967635fc19ea4cce183837c59465e8bcbf96ce5653d6a22,279,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/decomposed_review.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/decomposed_review.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,8f0f1c79a50e47c09f5fa20de88daf63fb1e9d4625511778f03f27e76fbe053b,8f0f1c79a50e47c09f5fa20de88daf63fb1e9d4625511778f03f27e76fbe053b,21888,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/enrichment_checkpoint.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/enrichment_checkpoint.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,97ec9dd91519fabe1aa8b6be122a2d80a9cc82e4072caa437e48389510739327,97ec9dd91519fabe1aa8b6be122a2d80a9cc82e4072caa437e48389510739327,29780,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/enrichment_design.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/enrichment_design.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,a226d71f35b5b695f51465d279282742cc30efa60a823ab7decba75b068b6798,a226d71f35b5b695f51465d279282742cc30efa60a823ab7decba75b068b6798,20212,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/enrichment_design_v2.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/enrichment_design_v2.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,4adb0681872afa7c319f9cc444aa6028ca733a82040a21085a5d4f4fae420f20,4adb0681872afa7c319f9cc444aa6028ca733a82040a21085a5d4f4fae420f20,21224,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/enrichment_wave_v2.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/enrichment_wave_v2.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,c863373ea74a73007409927b0a1662dc7294582001f3d2eafe8ee755068a914d,c863373ea74a73007409927b0a1662dc7294582001f3d2eafe8ee755068a914d,10664,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/estimand_precision.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/estimand_precision.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,e6d708c41ea7f1c59a319372c7422a5018bc28586e08f70f14df3c2d417afbdb,e6d708c41ea7f1c59a319372c7422a5018bc28586e08f70f14df3c2d417afbdb,16471,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/external_audit_design.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/external_audit_design.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,5424f00ba664aaf368a4ee1ce5e137275407733325eae75857e9355e20367867,5424f00ba664aaf368a4ee1ce5e137275407733325eae75857e9355e20367867,12864,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/external_audit_freeze.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/external_audit_freeze.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,16f300776b1b7f3d167d15243350805cbd403a28a8cf281636fa0057f509b8e2,16f300776b1b7f3d167d15243350805cbd403a28a8cf281636fa0057f509b8e2,14970,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/external_audit_run.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/external_audit_run.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,8ea850a22f6b959d942538a0f839b7447178b91dbc83dc14e5af788b8bbbe497,8ea850a22f6b959d942538a0f839b7447178b91dbc83dc14e5af788b8bbbe497,15261,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/external_disagreement_human_review.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/external_disagreement_human_review.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,7974dc34d2ce3797087c82138c654869095dc1f8f741a96b73a8ec1dce5f6e9d,7974dc34d2ce3797087c82138c654869095dc1f8f741a96b73a8ec1dce5f6e9d,5832,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/external_human_validation.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/external_human_validation.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,6c32bd3bf6ba2ffb34ffd637bd9b26a2d9564d74fc1ff6f2185b29de78fe5037,6c32bd3bf6ba2ffb34ffd637bd9b26a2d9564d74fc1ff6f2185b29de78fe5037,14712,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/external_sol_reference_evaluation.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/external_sol_reference_evaluation.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,079713a615e23d99d82516ef440bee62108868b35be9eb300e15902941e7f208,079713a615e23d99d82516ef440bee62108868b35be9eb300e15902941e7f208,12003,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/fold_nested_refinement.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/fold_nested_refinement.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,bfaae2e051877b54eaf174dcaac40dc12a4a10ab9914a3318be2a2bb88f5dc29,bfaae2e051877b54eaf174dcaac40dc12a4a10ab9914a3318be2a2bb88f5dc29,27050,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/frontier_decomposed.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/frontier_decomposed.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,5d7ffda6432de25d4d80424cbdd3e267da679fc861880396e484a8fb559e4998,5d7ffda6432de25d4d80424cbdd3e267da679fc861880396e484a8fb559e4998,19287,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/home_augmentation.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/home_augmentation.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,21672db12ff28ae8a7091759420d046c4f41a81b65577dfc159ba3cd669af4ca,21672db12ff28ae8a7091759420d046c4f41a81b65577dfc159ba3cd669af4ca,9608,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/human_audit.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/human_audit.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,c0bc44275edfc3b271754c40ebf46b0d535c78e723def75d256e856e122b1f2f,c0bc44275edfc3b271754c40ebf46b0d535c78e723def75d256e856e122b1f2f,40913,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/human_pilot.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/human_pilot.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,9259bd3e7489b2afa615dc6f8bc421b8df375b7198470eb99e98637b74162426,9259bd3e7489b2afa615dc6f8bc421b8df375b7198470eb99e98637b74162426,16253,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/inventory.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/inventory.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,f9edcc9463f0dd51bf738e10c4b3357c5d882736d65d964557b0532f9a0a91cb,f9edcc9463f0dd51bf738e10c4b3357c5d882736d65d964557b0532f9a0a91cb,6299,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/luna_v22_test.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/luna_v22_test.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,ba32bb9f88fe5f04db87b5136733d8ee0487aabed61205ec521d4445a5538aaf,ba32bb9f88fe5f04db87b5136733d8ee0487aabed61205ec521d4445a5538aaf,21641,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/luna_v22_test.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/luna_v22_test.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,fd411cc9c1297c94c4c6bfc6a08bcea289b71427310e24615ea1469628b9fb55,fd411cc9c1297c94c4c6bfc6a08bcea289b71427310e24615ea1469628b9fb55,21532,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/luna_v23_repair.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/luna_v23_repair.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,8227cbd4204f96efb07df0ad768c4d92d9b0fa39870ef88f4a80ddc16ceb64b4,8227cbd4204f96efb07df0ad768c4d92d9b0fa39870ef88f4a80ddc16ceb64b4,23946,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/luna_v24_evaluation.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/luna_v24_evaluation.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,2111f6572f8d1729c65b17bf8226ed00422921b8d63409118a92100030dd6d15,2111f6572f8d1729c65b17bf8226ed00422921b8d63409118a92100030dd6d15,23451,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/luna_v24_human_certification.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/luna_v24_human_certification.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,3a9e2324c3f935bdfa34fea8c52dead3786fbdf551d1ba052550ee8a8aa3e173,3a9e2324c3f935bdfa34fea8c52dead3786fbdf551d1ba052550ee8a8aa3e173,39675,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/model_bakeoff_v2.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/model_bakeoff_v2.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,d29bf15cac7e1bc4afc331131010add2a042e54372bd4f4e27e7aca5eb20ce2e,d29bf15cac7e1bc4afc331131010add2a042e54372bd4f4e27e7aca5eb20ce2e,26695,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/prompt_refinement.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/prompt_refinement.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,4fa024939e5f81ed087de0fcf7225b95d1410cb5d0fc354cc68e2afe1bcdc657,4fa024939e5f81ed087de0fcf7225b95d1410cb5d0fc354cc68e2afe1bcdc657,8181,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/refinement_access.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/refinement_access.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,cc6cb49e74b67409b7a6cc2fa69a136848d3889a6bb80f5c8bfc21dde88c5064,cc6cb49e74b67409b7a6cc2fa69a136848d3889a6bb80f5c8bfc21dde88c5064,22018,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/refusal_boundary_consistency.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/refusal_boundary_consistency.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,23c736af036f12fbbccabda4f51f62992d47c8b70dba8481cbb9919791e87390,23c736af036f12fbbccabda4f51f62992d47c8b70dba8481cbb9919791e87390,10036,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/scalable_bakeoff.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/scalable_bakeoff.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,f8a1ad7d2c394595e9c96f1c44f1787d39c12ebecb5f18dd8789c866be25018b,f8a1ad7d2c394595e9c96f1c44f1787d39c12ebecb5f18dd8789c866be25018b,44287,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/sol_v24_evaluation.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/sol_v24_evaluation.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,8483fc916b9ce65028e5c12b93d445aff1a325612f719e4a96ee88945987d635,8483fc916b9ce65028e5c12b93d445aff1a325612f719e4a96ee88945987d635,15266,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/stage18_preliminary.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/stage18_preliminary.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,7bd0b1fdb44ca3b81a6e8c550504c54b41bdc7589be220a4e26a4556f3881d4b,7bd0b1fdb44ca3b81a6e8c550504c54b41bdc7589be220a4e26a4556f3881d4b,7041,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/stage_b_bakeoff.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/stage_b_bakeoff.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,eaeaaf62b6215ef83714984f24be77fb0f5676cfd4c55ee6bcf3abd70b7c2a36,eaeaaf62b6215ef83714984f24be77fb0f5676cfd4c55ee6bcf3abd70b7c2a36,24386,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/surrogate_bakeoff.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/surrogate_bakeoff.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,1e4585549718e45854dcdbd65f9f15bed1fecd94702e0bf684633e938ebad831,1e4585549718e45854dcdbd65f9f15bed1fecd94702e0bf684633e938ebad831,43331,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/translation_runner.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/translation_runner.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,dc89b44980c84d3279e0adc644e6ca2e0a1d199f375cc52817ff08ad639e8bd9,dc89b44980c84d3279e0adc644e6ca2e0a1d199f375cc52817ff08ad639e8bd9,24872,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/wall_to_wall_repair_v24.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/wall_to_wall_repair_v24.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,ea638a1a4f055086ac7d7e8861e568e72986236d7e1b187c0c0fc2aa17617bad,ea638a1a4f055086ac7d7e8861e568e72986236d7e1b187c0c0fc2aa17617bad,20419,true,false,ignored_or_untracked,true
src/refusal_audit/response_validity/__pycache__/wall_to_wall_v24.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/src/refusal_audit/response_validity/__pycache__/wall_to_wall_v24.cpython-39.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,dacbc5e8d0e3af7cdd97dbea4f9f690d0adfa8684326d0a8357101e6b91bd06c,dacbc5e8d0e3af7cdd97dbea4f9f690d0adfa8684326d0a8357101e6b91bd06c,22394,true,false,ignored_or_untracked,true
tests/__pycache__/test_decomposed_review.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_decomposed_review.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,fa9ddab0c915125875c2a81c91f8994ae832a29f2ea505b666287d2e93fccde2,fa9ddab0c915125875c2a81c91f8994ae832a29f2ea505b666287d2e93fccde2,10962,true,false,ignored_or_untracked,true
tests/__pycache__/test_documentation_contract.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_documentation_contract.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,7f59d80ad229bdb15f40725262ed8e0a6f9585da80dc93403cde001cb054a043,7f59d80ad229bdb15f40725262ed8e0a6f9585da80dc93403cde001cb054a043,2397,true,false,ignored_or_untracked,true
tests/__pycache__/test_enrichment_checkpoint.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/final_cleanup/tests/__pycache__/test_enrichment_checkpoint.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,"Disposable cache, build byproduct, or retired derived interactive asset.",Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,fbf9faf5ecc5f32ac4883b32bd3e8c3dac090fcb1807cbc915fcd7dc0d9c4217,fbf9faf5ecc5f32ac4883b32bd3e8c3dac090fcb1807cbc915fcd7dc0d9c4217,11184,true,false,ignored_or_untracked,true
