path,file_type,tracked_status,size_bytes,scientific_role,created_by,upstream_inputs,downstream_consumers,current_status,canonical_or_supporting,reproducible,contains_unique_evidence,recommended_action,confidence,evidence,new_path,sha256_before,sha256_after
pipeline/releases/canon_019/estimates/c06_home_overlap.csv,csv,ignored,112994,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,80bca9f7cf6b767a9acc410e7837b0f714c8308d66ea193481d9cddadbdd5a71,80bca9f7cf6b767a9acc410e7837b0f714c8308d66ea193481d9cddadbdd5a71
pipeline/releases/canon_019/estimates/c06b_common_support_diagnostics.csv,csv,ignored,732,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,d2467d22a47317f37e3ef9637c4d2b5b895b24b1c7dc768687af1c6bf34676c2,d2467d22a47317f37e3ef9637c4d2b5b895b24b1c7dc768687af1c6bf34676c2
pipeline/releases/canon_019/estimates/c07_home_sensitivities.csv,csv,ignored,6924,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,7217d6a038801626a1e744a03ce079185508f62163ebf5b9eeaac21e56810751,7217d6a038801626a1e744a03ce079185508f62163ebf5b9eeaac21e56810751
pipeline/releases/canon_019/estimates/c08_language_paired.csv,csv,ignored,3983,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,8bb8fa476d615035a3e807371bf8ac41b51a0a85e4b050a1064c063adb60a295,8bb8fa476d615035a3e807371bf8ac41b51a0a85e4b050a1064c063adb60a295
pipeline/releases/canon_019/estimates/c08b_weighting_comparison.csv,csv,ignored,1063,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,e075d59d07c650102b010476c77cafe7d9619b06df52c0b7670331a566dbd887,e075d59d07c650102b010476c77cafe7d9619b06df52c0b7670331a566dbd887
pipeline/releases/canon_019/estimates/c08c_original_nonengagement_sensitivity.csv,csv,ignored,1829,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,fd4534f06b9561805a34a8134d6ef889a11c9e025e3740e61c70698755c2c50a,fd4534f06b9561805a34a8134d6ef889a11c9e025e3740e61c70698755c2c50a
pipeline/releases/canon_019/estimates/c09_language_by_model.csv,csv,ignored,52743,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,25d01dfa8019f92e5d37d4ba82e062d3fb1c9bcfcf59d3f8a84ed726f435d35a,25d01dfa8019f92e5d37d4ba82e062d3fb1c9bcfcf59d3f8a84ed726f435d35a
pipeline/releases/canon_019/estimates/c10_framing_paired.csv,csv,ignored,1054,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,35405b69de3b380ba7aac4e0d05f2fa18a8b9434949faefde56d8756252fadc6,35405b69de3b380ba7aac4e0d05f2fa18a8b9434949faefde56d8756252fadc6
pipeline/releases/canon_019/estimates/c10b_framing_incomplete_blocks.csv,csv,ignored,1162,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,4761b86fe91e48b2f6e19c5be4ced32357dce66c76ea2f810acc50539dc22e40,4761b86fe91e48b2f6e19c5be4ced32357dce66c76ea2f810acc50539dc22e40
pipeline/releases/canon_019/estimates/c10c_original_nonengagement_sensitivity.csv,csv,ignored,634,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,20d4e737261e42608c64105e8ed8db42a40b7900627242564bcfa34b38469b65,20d4e737261e42608c64105e8ed8db42a40b7900627242564bcfa34b38469b65
pipeline/releases/canon_019/estimates/c11_framing_by_model.csv,csv,ignored,10071,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,2a74aed2e3e70aaff098f92f524842a9fb70549c37d46aa6fae866d6b0946c68,2a74aed2e3e70aaff098f92f524842a9fb70549c37d46aa6fae866d6b0946c68
pipeline/releases/canon_019/estimates/c18_bootstrap_diagnostics.csv,csv,ignored,36205,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,5b4d4d92b30353be918a0795f60fc2a5634c264a72b062c8feba295061899055,5b4d4d92b30353be918a0795f60fc2a5634c264a72b062c8feba295061899055
pipeline/releases/canon_019/estimates/c20_figure_layout_extended.rds,rds,ignored,8254270,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,be0ebb648a5962b977ff607ab4e41cb8915f773a13bb8fb0d2530dda80bbe5a8,be0ebb648a5962b977ff607ab4e41cb8915f773a13bb8fb0d2530dda80bbe5a8
pipeline/releases/canon_019/estimates/c20_figure_layout_main.rds,rds,ignored,4204894,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ee744d09c2b68b47bbaaa54cc1d82615f86648bee7f62e38c246b85a4c002a3f,ee744d09c2b68b47bbaaa54cc1d82615f86648bee7f62e38c246b85a4c002a3f
pipeline/releases/canon_019/estimates/c21_subsample_draws.csv.gz,compressed,ignored,133971,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,b26aefb2fc4fed7861312f242cceab8aee71485957bc19ab1e7554dafb465c9d,b26aefb2fc4fed7861312f242cceab8aee71485957bc19ab1e7554dafb465c9d
pipeline/releases/canon_019/estimates/c21_subsample_failures.csv,csv,ignored,71,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,c2495b02156105016a39c8990150fd33092dc3a59e068d165b4d6eb3dd7ed51b,c2495b02156105016a39c8990150fd33092dc3a59e068d165b4d6eb3dd7ed51b
pipeline/releases/canon_019/estimates/c21_subsample_metadata.json,json,ignored,472,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ccb02c843913ffd61994972749fc74ac773228cd71f736139f5f95bc2b491111,ccb02c843913ffd61994972749fc74ac773228cd71f736139f5f95bc2b491111
pipeline/releases/canon_019/estimates/c21_subsample_summary.csv,csv,ignored,27714,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,2b6c28307ae76dec42e07149a6d30e2630bf2cab18870d6c664a6cf8d34a7a1a,2b6c28307ae76dec42e07149a6d30e2630bf2cab18870d6c664a6cf8d34a7a1a
pipeline/releases/canon_019/estimates/c22_prompt_outcome_propensities.csv,csv,ignored,7007298,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,aa2cbe54ba0715a590ff73fd1e0502513ba81e10587b3037ce0b1bf4c582eb91,aa2cbe54ba0715a590ff73fd1e0502513ba81e10587b3037ce0b1bf4c582eb91
pipeline/releases/canon_019/estimates/c22_prompt_outcomes_by_model.csv,csv,ignored,2810308,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,a39f23fed132a1dbb8668a86466b7b03eb8e75540e427e9eefeeb5660b751c3d,a39f23fed132a1dbb8668a86466b7b03eb8e75540e427e9eefeeb5660b751c3d
pipeline/releases/canon_019/estimates/c22_prompt_umap_coordinates.csv,csv,ignored,644910,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,1077d9ea5b644a519e8e9fed200720c93e2aae456c7c59c40638d918f4357cc3,1077d9ea5b644a519e8e9fed200720c93e2aae456c7c59c40638d918f4357cc3
pipeline/releases/canon_019/estimates/c22_prompt_umap_diagnostics.csv,csv,ignored,279,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,4348b5e1aab9f94be4cb50bb0d603cfebc8d4d66d1157598417c01e96c597f96,4348b5e1aab9f94be4cb50bb0d603cfebc8d4d66d1157598417c01e96c597f96
pipeline/releases/canon_019/estimates/c22_prompt_umap_metadata.json,json,ignored,501,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,37690aaa25d23fc0d0246ea4613c2adb9f4f956ef2deb3c4d0efffa52011f3d4,37690aaa25d23fc0d0246ea4613c2adb9f4f956ef2deb3c4d0efffa52011f3d4
pipeline/releases/canon_019/estimates/c22b_prompt_concentration.csv,csv,ignored,771731,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,a619b71149f4d749655fe1b2428746d084a5338bf4f3204f8d752656a0f43807,a619b71149f4d749655fe1b2428746d084a5338bf4f3204f8d752656a0f43807
pipeline/releases/canon_019/estimates/c22c_prompt_cross_model_counts.csv,csv,ignored,709968,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ada07b83e44df355925e9ba2c8ccd338c33d4b905b0d1f43220c5e236600aea6,ada07b83e44df355925e9ba2c8ccd338c33d4b905b0d1f43220c5e236600aea6
pipeline/releases/canon_019/estimates/c22d_prompt_cross_model_distribution.csv,csv,ignored,2499,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ca48e4feb2bfc9e80bcb8a5d98d340a8e00d8dadced47a437531a0d0b4ebcade,ca48e4feb2bfc9e80bcb8a5d98d340a8e00d8dadced47a437531a0d0b4ebcade
pipeline/releases/canon_019/estimates/c23_response_validity_prevalence.csv,csv,ignored,33984,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ab7c57e179598cf4db827b1f3741176dc66767aca979baed0c06a0783acbe783,ab7c57e179598cf4db827b1f3741176dc66767aca979baed0c06a0783acbe783
pipeline/releases/canon_019/estimates/c23b_original_nonengagement_prevalence.csv,csv,ignored,8183,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,efa6dd6db81d6f87e86dba9eff934736fc107e13a69a710347bb5faec1d462db,efa6dd6db81d6f87e86dba9eff934736fc107e13a69a710347bb5faec1d462db
pipeline/releases/canon_019/estimates/c24_response_validity_overlap.csv,csv,ignored,566,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,24b4924f97bc19be7ccd44c7b12ed56e2c2a473239d81895c22359e185681e38,24b4924f97bc19be7ccd44c7b12ed56e2c2a473239d81895c22359e185681e38
pipeline/releases/canon_019/estimates/c25_response_validity_components.csv,csv,ignored,2295,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,abd5ff40c11a4b9d1559317e7ed98b35d9a50496086810ec1066c9dcf09ace53,abd5ff40c11a4b9d1559317e7ed98b35d9a50496086810ec1066c9dcf09ace53
pipeline/releases/canon_019/estimates/c26_response_validity_contract.csv,csv,ignored,473,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,9fa510acd0426c4acb7834175142aab8c7115caab7a6590a48c430d3ca957451,9fa510acd0426c4acb7834175142aab8c7115caab7a6590a48c430d3ca957451
pipeline/releases/canon_019/estimates/c27_annotation_transition.csv,csv,ignored,2223,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,c522a2c3b4e4d8ef729fb16c310abd536635290b28bd87e0d2791e59f4356c36,c522a2c3b4e4d8ef729fb16c310abd536635290b28bd87e0d2791e59f4356c36
pipeline/releases/canon_019/estimates/data_clean.RData,rdata,ignored,26402246,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,3b28953081f001fdf0c5c01d5516c4d3311750c0874c4ef444fef121e7aab2a9,3b28953081f001fdf0c5c01d5516c4d3311750c0874c4ef444fef121e7aab2a9
pipeline/releases/canon_019/figures/extended/ED10_content_fingerprint_capability_failure.png,png,ignored,153276,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,c4a47448b86731eff33e2d8e85f68c5e4054949a03737668e8ffd80a7c294428,c4a47448b86731eff33e2d8e85f68c5e4054949a03737668e8ffd80a7c294428
pipeline/releases/canon_019/figures/extended/ED11_prompt_distribution_genuine_refusal.png,png,ignored,186548,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,e8bbffaf784a84e610235b1cca0a6dde781c581cf27060edce4b23d43c740361,e8bbffaf784a84e610235b1cca0a6dde781c581cf27060edce4b23d43c740361
pipeline/releases/canon_019/figures/extended/ED12_prompt_distribution_capability_failure.png,png,ignored,195383,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,cea05b8ebfb7f781ba4c3920db6db69c342e871ba00f5293ea6270308fcfb682,cea05b8ebfb7f781ba4c3920db6db69c342e871ba00f5293ea6270308fcfb682
pipeline/releases/canon_019/figures/extended/ED13_capability_failure_semantic_atlas.png,png,ignored,6649104,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,99f26d9906efa6fe684705a7983433b7c0c426f0edd78f188b11c8912ed41333,99f26d9906efa6fe684705a7983433b7c0c426f0edd78f188b11c8912ed41333
pipeline/releases/canon_019/figures/extended/ED1_home_absolute_risks_genuine_refusal.png,png,ignored,74034,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,0d2ec7e3356d15e0317cc812ef2fffcddc8a3ce268c562dfe170ab0cb9a45f55,0d2ec7e3356d15e0317cc812ef2fffcddc8a3ce268c562dfe170ab0cb9a45f55
pipeline/releases/canon_019/figures/extended/ED2_home_absolute_risks_capability_failure.png,png,ignored,66408,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,d862d864cb9e49c483a43483eb13245e639fe1aa9ed879e43d815dff70fbe8b7,d862d864cb9e49c483a43483eb13245e639fe1aa9ed879e43d815dff70fbe8b7
pipeline/releases/canon_019/figures/extended/ED3_language_absolute_rates_genuine_refusal.png,png,ignored,285798,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,95d714d0fecfc1ecc3ff2617de0313fd708dad8832b0b7f8c219c3d397a53d03,95d714d0fecfc1ecc3ff2617de0313fd708dad8832b0b7f8c219c3d397a53d03
pipeline/releases/canon_019/figures/extended/ED4_language_absolute_rates_capability_failure.png,png,ignored,282038,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ecb8784e3755d2c3f6c5494b2afbd46dda82df22cbfa0e343069f869421b69d5,ecb8784e3755d2c3f6c5494b2afbd46dda82df22cbfa0e343069f869421b69d5
pipeline/releases/canon_019/figures/extended/ED5_measurement_reclassification.png,png,ignored,95385,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,cea5fc32b44cf54829414ac5e334e02700d127ce684d99b88c7c927d189b8e93,cea5fc32b44cf54829414ac5e334e02700d127ce684d99b88c7c927d189b8e93
pipeline/releases/canon_019/figures/extended/ED6_annotation_component_profile.png,png,ignored,230642,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,c2517e837b96db2bdce1dfe1e0e7fd2f97c0bdc29f1d44a6bade596bae0e2fb6,c2517e837b96db2bdce1dfe1e0e7fd2f97c0bdc29f1d44a6bade596bae0e2fb6
pipeline/releases/canon_019/figures/extended/ED7_model_specific_contrasts_genuine_refusal.png,png,ignored,426995,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,59802157307afc08047af92372d0b5266a54f73f4dc72d5de8859ecfec543188,59802157307afc08047af92372d0b5266a54f73f4dc72d5de8859ecfec543188
pipeline/releases/canon_019/figures/extended/ED8_model_specific_contrasts_capability_failure.png,png,ignored,403882,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,f5a6eb1f341abc028811b0a5f0f9f38a0c085e1be922a506cad9a6e8c3ead9bb,f5a6eb1f341abc028811b0a5f0f9f38a0c085e1be922a506cad9a6e8c3ead9bb
pipeline/releases/canon_019/figures/extended/ED9_content_fingerprint_genuine_refusal.png,png,ignored,158192,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,0d31050026593a56ce8f7837a064fbd37e6cfffcda1d4c71be2b96795a8f3f2d,0d31050026593a56ce8f7837a064fbd37e6cfffcda1d4c71be2b96795a8f3f2d
pipeline/releases/canon_019/figures/main/Fig1_refusal_semantic_atlas.png,png,ignored,6048668,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,0c7ee11d3e2ffa8fe25e81cb5114b3bb4e957041cb5b0fc9c67e9d685038fc55,0c7ee11d3e2ffa8fe25e81cb5114b3bb4e957041cb5b0fc9c67e9d685038fc55
pipeline/releases/canon_019/figures/main/Fig2_model_language_landscape.png,png,ignored,460242,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,a5442dd68a9f76c124fa37cb54e4eb0ff076d3b3cf901b2bc00edb13a065a07f,a5442dd68a9f76c124fa37cb54e4eb0ff076d3b3cf901b2bc00edb13a065a07f
pipeline/releases/canon_019/figures/main/Fig3_core_estimands.png,png,ignored,152651,immutable analysis release build,unknown,unknown,pipeline/releases/canon_019/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,cd4fb47bdbf4d9bf1c28694b6e861c6d6ec580f256df3a9ee5b57eddd1805a71,cd4fb47bdbf4d9bf1c28694b6e861c6d6ec580f256df3a9ee5b57eddd1805a71
pipeline/releases/canon_020/estimates/00_category_summary.csv,csv,ignored,1132,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,ed622b0b8f78e80916ea30a5fa4293f87f6b633e49ee5882c6154ece86cfc5a4,ed622b0b8f78e80916ea30a5fa4293f87f6b633e49ee5882c6154ece86cfc5a4
pipeline/releases/canon_020/estimates/00_language_summary.csv,csv,ignored,630,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,50113dd1c4415de78c49838b80054bf26d06bad56ee9e9a20497e1dc430f8479,50113dd1c4415de78c49838b80054bf26d06bad56ee9e9a20497e1dc430f8479
pipeline/releases/canon_020/estimates/00_model_summary.csv,csv,ignored,1757,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,fe98d577589fa1a199efb6124b08ed1b3cf1587b38095ac6f8b1cb8402ddf5a9,fe98d577589fa1a199efb6124b08ed1b3cf1587b38095ac6f8b1cb8402ddf5a9
pipeline/releases/canon_020/estimates/a01_outcome_rates_by_model_language.csv,csv,ignored,16262,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,3ad75ba34eb268641fa1539dacdadb3e2cdcb4abecd75441c490cc5b5db52244,3ad75ba34eb268641fa1539dacdadb3e2cdcb4abecd75441c490cc5b5db52244
pipeline/releases/canon_020/estimates/a02_task_behavior_composition.csv,csv,ignored,50031,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,f02fc59f2e047eff1e4117f73fa478690ee5f897c1265e8d75e3995f3856379b,f02fc59f2e047eff1e4117f73fa478690ee5f897c1265e8d75e3995f3856379b
pipeline/releases/canon_020/estimates/a03_refusal_type_composition.csv,csv,ignored,24165,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,79569d74a38f73c7ef8f954abd62ebb313a8caab6565a277390971b076aab816,79569d74a38f73c7ef8f954abd62ebb313a8caab6565a277390971b076aab816
pipeline/releases/canon_020/estimates/a04_deepseek_paired_outcomes.csv,csv,ignored,711,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,6f7a83c8ddb547b28a3d325978a401f35151bbf342d34b42d7ea080bdf0850b4,6f7a83c8ddb547b28a3d325978a401f35151bbf342d34b42d7ea080bdf0850b4
pipeline/releases/canon_020/estimates/c00_manifest.csv,csv,ignored,103978,immutable analysis release build,unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization.,,bfb77f7051d627a6c48ad08422d839b4d546e5b69496163dea6da6da5420a476,bfb77f7051d627a6c48ad08422d839b4d546e5b69496163dea6da6da5420a476
pipeline/releases/canon_020/estimates/c00_timings.csv,csv,ignored,224,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,d590d4842c6102539ec0cd0f92bb4c193e39022a568f65e5bea82c2967f7f0eb,d590d4842c6102539ec0cd0f92bb4c193e39022a568f65e5bea82c2967f7f0eb
pipeline/releases/canon_020/estimates/c01b_acceptance_tests.csv,csv,ignored,2832,immutable analysis release build,unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization.,,37ab579971350163f01c4b5550801df5ad4770ef7015f8093837194ab6f35bf1,37ab579971350163f01c4b5550801df5ad4770ef7015f8093837194ab6f35bf1
pipeline/releases/canon_020/estimates/c02_home_descriptive_english.csv,csv,ignored,10118,immutable analysis release build,unknown,unknown,pipeline/releases/canon_020/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,e362292d6c86c1e8c2ea1cca65818b771141f491981f5a3f3d9eead1d891bb45,e362292d6c86c1e8c2ea1cca65818b771141f491981f5a3f3d9eead1d891bb45
