jurisdiction,cell,n_home,n_away,n,both_arms,support_definition,canonical_run_id
CN,deepseek-chat-v3.1 | civil_rights_liberties | current-events | boundary,0,8,8,FALSE,model x domain x route_f x tier,canon_019
US,llama-4-scout | economic_policy | perennial | boundary,24,26,50,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | economic_policy | perennial | regular,24,26,50,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | economic_policy | temporal | boundary,6,22,28,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | economic_policy | temporal | regular,6,22,28,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | environment_energy | current-events | boundary,6,4,10,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | environment_energy | current-events | regular,6,4,10,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | environment_energy | perennial | boundary,10,2,12,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | environment_energy | perennial | regular,10,2,12,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | environment_energy | temporal | boundary,0,10,10,FALSE,model x domain x route_f x tier,canon_019
US,llama-4-scout | environment_energy | temporal | regular,0,10,10,FALSE,model x domain x route_f x tier,canon_019
US,llama-4-scout | governance_democracy | current-events | boundary,4,30,34,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | governance_democracy | current-events | regular,4,30,34,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | governance_democracy | perennial | boundary,4,58,62,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | governance_democracy | perennial | regular,4,58,62,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | governance_democracy | temporal | boundary,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | governance_democracy | temporal | regular,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | migration_nationalism | current-events | boundary,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,llama-4-scout | migration_nationalism | current-events | regular,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,llama-4-scout | migration_nationalism | perennial | boundary,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | migration_nationalism | perennial | regular,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | migration_nationalism | temporal | boundary,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | migration_nationalism | temporal | regular,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | religion_state | current-events | boundary,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | religion_state | current-events | regular,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | religion_state | perennial | boundary,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | religion_state | perennial | regular,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | religion_state | temporal | boundary,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | religion_state | temporal | regular,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | security_conflict | current-events | boundary,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | security_conflict | current-events | regular,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | security_conflict | perennial | boundary,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | security_conflict | perennial | regular,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | security_conflict | temporal | boundary,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | security_conflict | temporal | regular,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | social_moral | current-events | boundary,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | social_moral | current-events | regular,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | social_moral | perennial | boundary,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | social_moral | perennial | regular,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | social_moral | temporal | boundary,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,llama-4-scout | social_moral | temporal | regular,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,llama-4-scout | territorial_sovereignty | current-events | boundary,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,llama-4-scout | territorial_sovereignty | current-events | regular,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,llama-4-scout | territorial_sovereignty | perennial | boundary,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | territorial_sovereignty | perennial | regular,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,llama-4-scout | territorial_sovereignty | temporal | boundary,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,llama-4-scout | territorial_sovereignty | temporal | regular,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,nova-lite | civil_rights_liberties | current-events | boundary,2,6,8,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | civil_rights_liberties | current-events | regular,2,6,8,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | civil_rights_liberties | perennial | boundary,34,34,68,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | civil_rights_liberties | perennial | regular,34,34,68,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | civil_rights_liberties | temporal | boundary,6,68,74,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | civil_rights_liberties | temporal | regular,6,68,74,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | economic_policy | current-events | boundary,20,16,36,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | economic_policy | current-events | regular,20,16,36,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | economic_policy | perennial | boundary,24,26,50,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | economic_policy | perennial | regular,24,26,50,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | economic_policy | temporal | boundary,6,22,28,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | economic_policy | temporal | regular,6,22,28,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | environment_energy | current-events | boundary,6,4,10,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | environment_energy | current-events | regular,6,4,10,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | environment_energy | perennial | boundary,10,2,12,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | environment_energy | perennial | regular,10,2,12,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | environment_energy | temporal | boundary,0,10,10,FALSE,model x domain x route_f x tier,canon_019
US,nova-lite | environment_energy | temporal | regular,0,10,10,FALSE,model x domain x route_f x tier,canon_019
US,nova-lite | governance_democracy | current-events | boundary,4,30,34,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | governance_democracy | current-events | regular,4,30,34,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | governance_democracy | perennial | boundary,4,58,62,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | governance_democracy | perennial | regular,4,58,62,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | governance_democracy | temporal | boundary,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | governance_democracy | temporal | regular,16,36,52,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | migration_nationalism | current-events | boundary,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,nova-lite | migration_nationalism | current-events | regular,0,26,26,FALSE,model x domain x route_f x tier,canon_019
US,nova-lite | migration_nationalism | perennial | boundary,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | migration_nationalism | perennial | regular,8,46,54,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | migration_nationalism | temporal | boundary,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | migration_nationalism | temporal | regular,10,58,68,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | religion_state | current-events | boundary,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | religion_state | current-events | regular,4,2,6,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | religion_state | perennial | boundary,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | religion_state | perennial | regular,8,20,28,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | religion_state | temporal | boundary,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | religion_state | temporal | regular,2,62,64,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | security_conflict | current-events | boundary,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | security_conflict | current-events | regular,4,24,28,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | security_conflict | perennial | boundary,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | security_conflict | perennial | regular,2,12,14,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | security_conflict | temporal | boundary,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | security_conflict | temporal | regular,4,110,114,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | social_moral | current-events | boundary,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | social_moral | current-events | regular,2,4,6,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | social_moral | perennial | boundary,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | social_moral | perennial | regular,26,4,30,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | social_moral | temporal | boundary,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,nova-lite | social_moral | temporal | regular,2,0,2,FALSE,model x domain x route_f x tier,canon_019
US,nova-lite | territorial_sovereignty | current-events | boundary,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,nova-lite | territorial_sovereignty | current-events | regular,0,20,20,FALSE,model x domain x route_f x tier,canon_019
US,nova-lite | territorial_sovereignty | perennial | boundary,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | territorial_sovereignty | perennial | regular,4,104,108,TRUE,model x domain x route_f x tier,canon_019
US,nova-lite | territorial_sovereignty | temporal | boundary,0,28,28,FALSE,model x domain x route_f x tier,canon_019
US,nova-lite | territorial_sovereignty | temporal | regular,0,28,28,FALSE,model x domain x route_f x tier,canon_019
EU,ministral-14b | civil_rights_liberties | current-events | boundary,2,6,8,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | civil_rights_liberties | current-events | regular,2,6,8,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | civil_rights_liberties | perennial | boundary,10,58,68,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | civil_rights_liberties | perennial | regular,10,58,68,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | civil_rights_liberties | temporal | boundary,8,66,74,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | civil_rights_liberties | temporal | regular,8,66,74,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | economic_policy | current-events | boundary,12,24,36,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | economic_policy | current-events | regular,12,24,36,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | economic_policy | perennial | boundary,2,48,50,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | economic_policy | perennial | regular,2,48,50,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | economic_policy | temporal | boundary,0,28,28,FALSE,model x domain x route_f x tier,canon_019
EU,ministral-14b | economic_policy | temporal | regular,0,28,28,FALSE,model x domain x route_f x tier,canon_019
EU,ministral-14b | environment_energy | current-events | boundary,2,8,10,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | environment_energy | current-events | regular,2,8,10,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | environment_energy | perennial | boundary,0,12,12,FALSE,model x domain x route_f x tier,canon_019
EU,ministral-14b | environment_energy | perennial | regular,0,12,12,FALSE,model x domain x route_f x tier,canon_019
EU,ministral-14b | environment_energy | temporal | boundary,2,8,10,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | environment_energy | temporal | regular,2,8,10,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | governance_democracy | current-events | boundary,16,18,34,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | governance_democracy | current-events | regular,16,18,34,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | governance_democracy | perennial | boundary,12,50,62,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | governance_democracy | perennial | regular,12,50,62,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | governance_democracy | temporal | boundary,6,46,52,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | governance_democracy | temporal | regular,6,46,52,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | migration_nationalism | current-events | boundary,20,6,26,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | migration_nationalism | current-events | regular,20,6,26,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | migration_nationalism | perennial | boundary,32,22,54,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | migration_nationalism | perennial | regular,32,22,54,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | migration_nationalism | temporal | boundary,24,44,68,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | migration_nationalism | temporal | regular,24,44,68,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | religion_state | current-events | boundary,0,6,6,FALSE,model x domain x route_f x tier,canon_019
EU,ministral-14b | religion_state | current-events | regular,0,6,6,FALSE,model x domain x route_f x tier,canon_019
EU,ministral-14b | religion_state | perennial | boundary,6,22,28,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | religion_state | perennial | regular,6,22,28,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | religion_state | temporal | boundary,2,62,64,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | religion_state | temporal | regular,2,62,64,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | security_conflict | current-events | boundary,8,20,28,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | security_conflict | current-events | regular,8,20,28,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | security_conflict | perennial | boundary,4,10,14,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | security_conflict | perennial | regular,4,10,14,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | security_conflict | temporal | boundary,14,100,114,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | security_conflict | temporal | regular,14,100,114,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | social_moral | current-events | boundary,4,2,6,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | social_moral | current-events | regular,4,2,6,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | social_moral | perennial | boundary,2,28,30,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | social_moral | perennial | regular,2,28,30,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | social_moral | temporal | boundary,0,2,2,FALSE,model x domain x route_f x tier,canon_019
EU,ministral-14b | social_moral | temporal | regular,0,2,2,FALSE,model x domain x route_f x tier,canon_019
EU,ministral-14b | territorial_sovereignty | current-events | boundary,12,8,20,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | territorial_sovereignty | current-events | regular,12,8,20,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | territorial_sovereignty | perennial | boundary,4,104,108,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | territorial_sovereignty | perennial | regular,4,104,108,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | territorial_sovereignty | temporal | boundary,4,24,28,TRUE,model x domain x route_f x tier,canon_019
EU,ministral-14b | territorial_sovereignty | temporal | regular,4,24,28,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | civil_rights_liberties | current-events | boundary,2,6,8,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | civil_rights_liberties | current-events | regular,2,6,8,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | civil_rights_liberties | perennial | boundary,10,58,68,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | civil_rights_liberties | perennial | regular,10,58,68,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | civil_rights_liberties | temporal | boundary,8,66,74,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | civil_rights_liberties | temporal | regular,8,66,74,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | economic_policy | current-events | boundary,12,24,36,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | economic_policy | current-events | regular,12,24,36,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | economic_policy | perennial | boundary,2,48,50,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | economic_policy | perennial | regular,2,48,50,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | economic_policy | temporal | boundary,0,28,28,FALSE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | economic_policy | temporal | regular,0,28,28,FALSE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | environment_energy | current-events | boundary,2,8,10,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | environment_energy | current-events | regular,2,8,10,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | environment_energy | perennial | boundary,0,12,12,FALSE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | environment_energy | perennial | regular,0,12,12,FALSE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | environment_energy | temporal | boundary,2,8,10,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | environment_energy | temporal | regular,2,8,10,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | governance_democracy | current-events | boundary,16,18,34,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | governance_democracy | current-events | regular,16,18,34,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | governance_democracy | perennial | boundary,12,50,62,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | governance_democracy | perennial | regular,12,50,62,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | governance_democracy | temporal | boundary,6,46,52,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | governance_democracy | temporal | regular,6,46,52,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | migration_nationalism | current-events | boundary,20,6,26,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | migration_nationalism | current-events | regular,20,6,26,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | migration_nationalism | perennial | boundary,32,22,54,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | migration_nationalism | perennial | regular,32,22,54,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | migration_nationalism | temporal | boundary,24,44,68,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | migration_nationalism | temporal | regular,24,44,68,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | religion_state | current-events | boundary,0,6,6,FALSE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | religion_state | current-events | regular,0,6,6,FALSE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | religion_state | perennial | boundary,6,22,28,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | religion_state | perennial | regular,6,22,28,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | religion_state | temporal | boundary,2,62,64,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | religion_state | temporal | regular,2,62,64,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | security_conflict | current-events | boundary,8,20,28,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | security_conflict | current-events | regular,8,20,28,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | security_conflict | perennial | boundary,4,10,14,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | security_conflict | perennial | regular,4,10,14,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | security_conflict | temporal | boundary,14,100,114,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | security_conflict | temporal | regular,14,100,114,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | social_moral | current-events | boundary,4,2,6,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | social_moral | current-events | regular,4,2,6,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | social_moral | perennial | boundary,2,28,30,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | social_moral | perennial | regular,2,28,30,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | social_moral | temporal | boundary,0,2,2,FALSE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | social_moral | temporal | regular,0,2,2,FALSE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | territorial_sovereignty | current-events | boundary,12,8,20,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | territorial_sovereignty | current-events | regular,12,8,20,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | territorial_sovereignty | perennial | boundary,4,104,108,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | territorial_sovereignty | perennial | regular,4,104,108,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | territorial_sovereignty | temporal | boundary,4,24,28,TRUE,model x domain x route_f x tier,canon_019
EU,mistral-large-2512 | territorial_sovereignty | temporal | regular,4,24,28,TRUE,model x domain x route_f x tier,canon_019
